Student_ID,Name,Gender,Age,Department,Admission_Year,Semester,Course_Code,Course_Name,Credit_Hours,Attendance_Percentage,Midterm_Marks,Final_Marks,Assignment_Marks,Total_Marks,Grade,GPA,CGPA,Scholarship,Hostel_Resident,Family_Income_Range,Extracurricular_Activities
STU116124,Arif Islam,Male,24,EEE,2020,2,EEE301,Signals and Systems,3.0,94.6,21.4,34.1,13.7,69.2,B+,3.25,3.33,No,No,Below 20k,No
STU116125,Hasan Chowdhury,Male,25,English,2021,4,ENG201,Linguistics,3.0,86.1,19.3,46.5,12.0,77.8,A,3.75,4.0,No,No,Above 100k,Yes
STU116126,Fatema Khan,Female,19,Economics,2022,1,ECO201,Macroeconomics,3.0,98.1,12.5,19.9,16.9,49.3,C,2.25,2.48,No,No,50k-100k,No
STU116127,Anik Rahman,Male,24,Physics,2023,4,PHY401,Thermal Physics,3.0,73.9,26.1,39.2,18.7,84.0,A+,4.0,4.0,No,Yes,Above 100k,Yes
STU116128,Nishat Bhuiyan,Female,25,BBA,2020,7,BBA101,Principles of Management,3.0,81.1,10.8,13.2,16.6,40.6,D,2.0,1.99,No,Yes,Below 20k,No
STU116129,Hasan Islam,Male,25,CSE,2022,6,CSE401,Machine Learning,3.0,79.9,21.4,25.3,12.2,58.9,B-,2.75,2.36,No,No,50k-100k,No
STU116130,Popy Mia,Female,19,BBA,2023,5,BBA201,Marketing,3.0,100.0,22.2,33.8,18.8,74.8,A-,3.5,3.65,No,Yes,Below 20k,Yes
STU116131,Tania Islam,Female,22,Sociology,2021,4,SOC101,Intro to Sociology,3.0,84.9,25.8,48.8,12.3,86.9,A+,4.0,4.0,Yes,Yes,50k-100k,Yes
STU116132,Ayesha Talukder,Female,18,English,2023,8,ENG201,Linguistics,3.0,79.7,22.1,16.1,16.9,55.1,B-,2.75,2.48,No,No,Above 100k,No
STU116133,Shakil Mia,Male,25,CSE,2023,7,CSE301,Database Systems,3.0,98.6,22.1,31.0,13.3,66.4,B+,3.25,2.88,No,No,20k-50k,Yes
STU116134,Fahim Bhuiyan,Male,18,English,2022,8,ENG101,English Literature,2.0,66.4,20.0,24.3,17.4,61.7,B,3.0,2.92,No,No,Above 100k,Yes
STU116135,Emon Rahman,Male,19,Civil Engineering,2021,2,CE401,Transportation Engineering,3.0,85.2,15.6,48.8,14.3,78.7,A,3.75,3.52,No,No,Above 100k,No
STU116136,Fahim Bhuiyan,Male,20,Architecture,2023,7,ARC401,Landscape Architecture,4.0,72.8,9.4,38.3,12.5,60.2,B,3.0,2.75,No,Yes,20k-50k,Yes
STU116137,Anika Mia,Female,23,Pharmacy,2020,4,PHR301,Medicinal Chemistry,2.0,70.7,26.7,50.0,11.9,88.6,A+,4.0,3.84,No,Yes,Above 100k,Yes
STU116138,Ayesha Sikder,Female,22,Journalism,2022,8,JOU401,Digital Media,3.0,75.9,17.7,30.1,15.3,63.1,B,3.0,2.71,No,Yes,20k-50k,No
STU116139,Sourav Sikder,Male,23,Journalism,2024,7,JOU301,Broadcast Journalism,3.0,72.5,18.9,38.7,13.7,71.3,A-,3.5,3.63,No,Yes,20k-50k,Yes
STU116140,Sourav Ahmed,Male,25,BBA,2024,7,BBA101,Principles of Management,4.0,97.8,13.6,36.1,15.8,65.5,B+,3.25,3.35,No,Yes,20k-50k,No
STU116141,Rafi Mollah,Male,24,Law,2022,4,LAW301,Criminal Law,4.0,84.8,18.7,39.9,8.7,67.3,B+,3.25,3.13,Yes,No,Above 100k,No
STU116142,Anika Sarker,Female,19,English,2022,1,ENG101,English Literature,3.0,63.5,9.9,46.1,16.9,72.9,A-,3.5,3.18,No,No,20k-50k,No
STU116143,Priya Akter,Female,23,Law,2021,5,LAW201,Constitutional Law,3.0,83.4,16.6,29.4,13.6,59.6,B-,2.75,2.83,No,Yes,20k-50k,Yes
STU116144,Sourav Rahman,Male,18,Mathematics,2024,1,MAT401,Statistics,3.0,80.0,25.0,36.9,15.1,77.0,A,3.75,3.52,Yes,Yes,20k-50k,No
STU116145,Hasan Sikder,Male,23,EEE,2023,1,EEE201,Electronics,3.0,72.1,30.0,25.2,10.7,65.9,B+,3.25,3.33,No,Yes,Below 20k,No
STU116146,Priya Uddin,Female,21,Pharmacy,2023,6,PHR201,Pharmacology,1.0,70.7,20.1,45.9,15.2,81.2,A+,4.0,3.93,No,No,Below 20k,No
STU116147,Shanta Talukder,Female,22,Law,2021,1,LAW201,Constitutional Law,2.0,100.0,30.0,35.3,16.1,81.4,A+,4.0,3.91,No,Yes,20k-50k,Yes
STU116148,Shakil Mollah,Male,25,Public Health,2021,5,PH301,Health Policy,4.0,49.1,22.7,41.8,20.0,84.5,A+,4.0,3.89,No,No,Above 100k,No
STU116149,Jannat Akter,Female,18,Mechanical Engineering,2023,5,ME301,Machine Design,3.0,96.5,19.7,31.2,15.0,65.9,B+,3.25,2.97,No,Yes,20k-50k,Yes
STU116150,Priya Rahman,Female,22,English,2021,7,ENG401,Drama,4.0,71.1,18.8,40.4,13.6,72.8,A-,3.5,3.41,No,No,Above 100k,Yes
STU116151,Sadia Mollah,Female,18,EEE,2021,3,EEE201,Electronics,3.0,76.3,27.8,16.9,20.0,64.7,B,3.0,2.69,No,Yes,50k-100k,No
STU116152,Ayesha Mollah,Female,21,Economics,2022,1,ECO301,Econometrics,3.0,93.7,20.4,50.0,13.6,84.0,A+,4.0,4.0,No,No,Above 100k,Yes
STU116153,Rahim Mia,Male,19,Physics,2023,2,PHY201,Electromagnetism,4.0,74.5,25.2,37.3,8.8,71.3,A-,3.5,3.65,No,No,50k-100k,No
STU116154,Priya Talukder,Female,22,Economics,2023,4,ECO201,Macroeconomics,3.0,68.6,23.5,41.3,13.9,78.7,A,3.75,3.65,No,No,Above 100k,Yes
STU116155,Sabbir Talukder,Male,21,Mathematics,2022,8,MAT101,Calculus,3.0,66.9,25.7,46.1,12.6,84.4,A+,4.0,4.0,No,Yes,20k-50k,Yes
STU116156,Fahim Islam,Male,19,BBA,2024,5,BBA101,Principles of Management,3.0,78.2,21.4,36.7,14.7,72.8,A-,3.5,3.45,No,Yes,50k-100k,No
STU116157,Sakib Uddin,Male,22,Pharmacy,2020,1,PHR401,Clinical Pharmacy,3.0,63.8,12.5,23.8,8.4,44.7,D,2.0,1.46,No,Yes,Above 100k,Yes
STU116158,Fahim Alam,Male,25,Journalism,2021,8,JOU401,Digital Media,2.0,89.7,17.1,32.4,20.0,69.5,B+,3.25,3.46,No,Yes,50k-100k,No
STU116159,Shakil Bhuiyan,Male,19,Law,2023,8,LAW101,Legal Methods,3.0,83.1,22.8,34.4,14.0,71.2,A-,3.5,3.68,No,Yes,20k-50k,No
STU116160,Sabbir Rahman,Male,21,Architecture,2021,2,ARC201,Design Studio II,4.0,84.1,23.7,24.4,20.0,68.1,B+,3.25,3.32,No,Yes,Below 20k,No
STU116161,Fatema Rahman,Female,25,CSE,2022,7,CSE101,Intro to Programming,3.0,86.4,18.0,27.2,15.4,60.6,B,3.0,3.1,No,No,20k-50k,No
STU116162,Moushumi Uddin,Female,25,Journalism,2020,6,JOU201,Media Ethics,3.0,66.7,23.7,30.2,13.5,67.4,B+,3.25,3.2,No,Yes,Below 20k,Yes
STU116163,Arif Sikder,Male,20,Civil Engineering,2022,3,CE101,Surveying,3.0,81.6,21.1,37.7,17.7,76.5,A,3.75,3.33,No,No,20k-50k,No
STU116164,Nayeem Hossain,Male,24,Economics,2021,7,ECO201,Macroeconomics,3.0,81.6,24.1,25.4,10.9,60.4,B,3.0,3.21,No,Yes,50k-100k,No
STU116165,Rima Sikder,Female,19,Law,2021,2,LAW301,Criminal Law,2.0,77.1,22.6,26.8,7.0,56.4,B-,2.75,2.79,No,No,Above 100k,No
STU116166,Shakil Mia,Male,24,Civil Engineering,2019,3,CE201,Structural Analysis,3.0,79.9,30.0,22.2,13.4,65.6,B+,3.25,3.35,No,No,20k-50k,Yes
STU116167,Ritu Rahman,Female,19,Economics,2022,5,ECO201,Macroeconomics,3.0,66.8,27.6,34.4,20.0,82.0,A+,4.0,4.0,No,No,20k-50k,Yes
STU116168,Hasan Sarker,Male,24,BBA,2020,5,BBA101,Principles of Management,3.0,100.0,10.9,27.5,14.1,52.5,C+,2.5,2.5,No,Yes,Below 20k,No
STU116169,Mim Chowdhury,Female,21,English,2021,7,ENG201,Linguistics,3.0,89.9,15.9,28.8,13.9,58.6,B-,2.75,3.28,No,Yes,20k-50k,No
STU116170,Tanvir Hossain,Male,24,EEE,2022,2,EEE101,Circuit Analysis,3.0,73.5,30.0,29.8,16.0,75.8,A,3.75,4.0,No,No,20k-50k,No
STU116171,Moushumi Ahmed,Female,20,EEE,2019,1,EEE101,Circuit Analysis,4.0,77.9,13.3,36.8,17.1,67.2,B+,3.25,3.07,No,Yes,Above 100k,Yes
STU116172,Lamia Hossain,Female,23,English,2022,4,ENG401,Drama,3.0,98.6,28.3,16.5,15.3,60.1,B,3.0,2.54,No,No,Above 100k,No
STU116173,Sathi Uddin,Female,18,CSE,2021,7,CSE301,Database Systems,3.0,84.6,16.8,32.2,18.9,67.9,B+,3.25,3.27,No,No,Above 100k,No
STU116174,Shanta Mollah,Female,21,Physics,2020,7,PHY201,Electromagnetism,3.0,81.5,29.7,27.3,14.5,71.5,A-,3.5,3.09,Yes,No,Above 100k,No
STU116175,Riyad Bhuiyan,Male,23,Economics,2019,1,ECO101,Microeconomics,3.0,96.1,28.1,43.0,14.3,85.4,A+,4.0,3.9,No,No,Above 100k,No
STU116176,Tania Talukder,Female,23,Economics,2022,8,ECO301,Econometrics,3.0,78.7,30.0,28.2,15.4,73.6,A-,3.5,3.3,No,No,50k-100k,No
STU116177,Sakib Mollah,Male,23,CSE,2021,4,CSE301,Database Systems,3.0,67.3,7.1,26.1,19.2,52.4,C+,2.5,2.95,No,No,50k-100k,Yes
STU116178,Shanta Uddin,Female,20,Civil Engineering,2023,2,CE401,Transportation Engineering,3.0,100.0,29.1,34.9,17.7,81.7,A+,4.0,3.79,No,Yes,50k-100k,Yes
STU116179,Hasan Sikder,Male,23,BBA,2020,4,BBA201,Marketing,3.0,68.5,25.7,31.2,19.7,76.6,A,3.75,3.97,No,Yes,Above 100k,Yes
STU116180,Fatema Sarker,Female,18,CSE,2019,4,CSE301,Database Systems,3.0,88.1,17.4,40.7,9.3,67.4,B+,3.25,3.11,No,No,50k-100k,No
STU116181,Lamia Uddin,Female,24,Law,2022,8,LAW101,Legal Methods,3.0,80.4,22.0,47.5,17.1,86.6,A+,4.0,3.97,No,Yes,50k-100k,No
STU116182,Imran Hossain,Male,20,Pharmacy,2019,6,PHR101,Pharmaceutics,3.0,95.3,9.5,31.1,17.2,57.8,B-,2.75,2.87,No,No,50k-100k,No
STU116183,Rahim Bhuiyan,Male,22,Architecture,2022,4,ARC301,Urban Planning,3.0,78.3,21.8,42.0,11.1,74.9,A-,3.5,2.98,Yes,No,20k-50k,No
STU116184,Shakil Ahmed,Male,20,Architecture,2022,5,ARC301,Urban Planning,4.0,82.5,17.1,28.1,17.7,62.9,B,3.0,3.15,No,No,50k-100k,No
STU116185,Nishat Hossain,Female,21,Physics,2022,7,PHY301,Quantum Physics,2.0,86.5,26.3,41.5,8.0,75.8,A,3.75,4.0,No,Yes,50k-100k,No
STU116186,Sourav Chowdhury,Male,22,Public Health,2024,2,PH101,Epidemiology,3.0,90.5,28.5,23.0,10.0,61.5,B,3.0,3.24,No,No,20k-50k,Yes
STU116187,Lamia Akter,Female,24,Sociology,2019,6,SOC101,Intro to Sociology,3.0,87.3,27.0,48.2,12.9,88.1,A+,4.0,4.0,No,Yes,Above 100k,No
STU116188,Lamia Rahman,Female,21,BBA,2019,5,BBA301,Finance,2.0,91.2,14.0,16.1,15.6,45.7,C,2.25,2.17,No,Yes,20k-50k,No
STU116189,Anika Bhuiyan,Female,22,EEE,2019,3,EEE201,Electronics,3.0,100.0,17.1,28.6,13.1,58.8,B-,2.75,3.11,No,No,Below 20k,Yes
STU116190,Sadia Talukder,Female,22,Mathematics,2020,2,MAT101,Calculus,3.0,91.1,20.6,24.8,17.5,62.9,B,3.0,2.86,Yes,No,20k-50k,No
STU116191,Anik Islam,Male,19,CSE,2023,1,CSE301,Database Systems,2.0,77.2,18.5,38.7,10.8,68.0,B+,3.25,3.47,No,Yes,Above 100k,No
STU116192,Jannat Chowdhury,Female,23,Journalism,2022,4,JOU201,Media Ethics,3.0,82.7,21.2,29.4,20.0,70.6,A-,3.5,3.5,No,Yes,50k-100k,No
STU116193,Farhana Mia,Female,24,English,2023,7,ENG401,Drama,3.0,84.0,11.5,18.2,20.0,49.7,C,2.25,2.57,No,No,20k-50k,No
STU116194,Moushumi Sikder,Female,23,CSE,2022,8,CSE101,Intro to Programming,3.0,79.4,17.4,34.0,15.2,66.6,B+,3.25,3.62,No,No,20k-50k,No
STU116195,Sourav Hossain,Male,18,EEE,2021,4,EEE101,Circuit Analysis,3.0,65.7,13.1,27.5,16.7,57.3,B-,2.75,2.64,No,No,20k-50k,No
STU116196,Nishat Uddin,Female,25,English,2019,2,ENG201,Linguistics,3.0,66.7,28.4,25.2,11.6,65.2,B+,3.25,2.96,No,No,Below 20k,Yes
STU116197,Hasan Alam,Male,21,Economics,2020,2,ECO201,Macroeconomics,3.0,76.8,13.5,30.9,13.8,58.2,B-,2.75,2.97,Yes,No,50k-100k,Yes
STU116198,Ritu Khan,Female,22,Journalism,2022,2,JOU201,Media Ethics,4.0,75.6,21.6,37.1,13.9,72.6,A-,3.5,3.21,No,No,20k-50k,No
STU116199,Ritu Hossain,Female,24,English,2021,6,ENG201,Linguistics,2.0,85.7,25.0,20.0,14.1,59.1,B-,2.75,2.94,No,Yes,50k-100k,No
STU116200,Nusrat Talukder,Female,24,English,2021,4,ENG201,Linguistics,3.0,88.8,13.8,18.6,11.7,44.1,D,2.0,2.2,No,No,20k-50k,Yes
STU116201,Jannat Islam,Female,18,CSE,2021,7,CSE401,Machine Learning,3.0,65.1,13.9,39.8,20.0,73.7,A-,3.5,3.87,No,No,Below 20k,No
STU116202,Rakib Talukder,Male,24,Mechanical Engineering,2022,4,ME301,Machine Design,3.0,100.0,19.2,40.6,17.0,76.8,A,3.75,3.32,No,No,50k-100k,No
STU116203,Sadia Chowdhury,Female,25,Architecture,2023,3,ARC301,Urban Planning,3.0,84.2,25.2,31.2,11.3,67.7,B+,3.25,3.08,No,No,20k-50k,Yes
STU116204,Shanta Islam,Female,25,Mathematics,2024,7,MAT401,Statistics,3.0,80.4,14.2,37.6,19.9,71.7,A-,3.5,3.56,Yes,No,20k-50k,No
STU116205,Imran Islam,Male,22,Pharmacy,2022,2,PHR101,Pharmaceutics,3.0,65.0,17.5,33.1,13.1,63.7,B,3.0,3.27,No,Yes,20k-50k,Yes
STU116206,Jannat Talukder,Female,22,CSE,2022,1,CSE301,Database Systems,3.0,82.8,18.3,28.2,20.0,66.5,B+,3.25,3.11,No,No,Below 20k,Yes
STU116207,Sakib Islam,Male,18,Mechanical Engineering,2020,5,ME201,Fluid Mechanics,1.0,76.3,19.2,17.8,13.2,50.2,C+,2.5,2.54,No,Yes,50k-100k,No
STU116208,Anika Akter,Female,20,CSE,2019,4,CSE201,Data Structures,4.0,89.1,13.0,28.5,10.5,52.0,C+,2.5,2.37,No,No,20k-50k,No
STU116209,Karim Mia,Male,18,BBA,2024,5,BBA201,Marketing,3.0,93.2,10.0,39.1,20.0,69.1,B+,3.25,3.5,No,No,20k-50k,No
STU116210,Anika Chowdhury,Female,22,Mathematics,2022,1,MAT101,Calculus,3.0,77.0,24.5,27.0,15.5,67.0,B+,3.25,2.7,No,No,Below 20k,No
STU116211,Shakil Mia,Male,19,CSE,2022,8,CSE201,Data Structures,3.0,54.3,16.2,42.5,18.9,77.6,A,3.75,3.69,No,No,20k-50k,Yes
STU116212,Zubayer Akter,Male,21,Architecture,2024,4,ARC401,Landscape Architecture,3.0,77.3,25.1,26.7,20.0,71.8,A-,3.5,3.5,No,No,Below 20k,No
STU116213,Rakib Mia,Male,23,Mathematics,2022,8,MAT401,Statistics,4.0,80.1,18.1,35.9,19.3,73.3,A-,3.5,2.97,No,No,Below 20k,No
STU116214,Arif Hossain,Male,25,Mechanical Engineering,2022,6,ME301,Machine Design,3.0,98.7,20.7,31.5,13.1,65.3,B+,3.25,3.48,No,No,Above 100k,No
STU116215,Priya Bhuiyan,Female,21,Mechanical Engineering,2022,2,ME301,Machine Design,3.0,92.1,28.5,47.3,17.4,93.2,A+,4.0,4.0,No,Yes,20k-50k,No
STU116216,Mahin Chowdhury,Male,20,Mechanical Engineering,2024,7,ME201,Fluid Mechanics,4.0,87.7,19.8,23.2,20.0,63.0,B,3.0,2.96,No,No,Above 100k,No
STU116217,Ritu Mollah,Female,22,Pharmacy,2022,6,PHR401,Clinical Pharmacy,3.0,90.2,14.5,34.1,10.8,59.4,B-,2.75,2.91,Yes,Yes,20k-50k,No
STU116218,Sadia Uddin,Female,22,Sociology,2022,6,SOC101,Intro to Sociology,3.0,53.7,26.7,33.3,5.3,65.3,B+,3.25,2.86,No,Yes,50k-100k,No
STU116219,Rima Akter,Female,21,BBA,2022,1,BBA201,Marketing,4.0,63.8,21.7,47.4,11.9,81.0,A+,4.0,3.6,No,No,Below 20k,No
STU116220,Moushumi Rahman,Female,20,EEE,2023,4,EEE401,Power Systems,3.0,73.1,18.0,37.1,12.8,67.9,B+,3.25,2.79,No,No,Below 20k,No
STU116221,Riyad Sikder,Male,18,Law,2024,3,LAW101,Legal Methods,3.0,97.6,25.7,14.3,19.6,59.6,B-,2.75,2.23,No,No,Below 20k,No
STU116222,Arif Mia,Male,19,Pharmacy,2019,5,PHR301,Medicinal Chemistry,3.0,72.8,27.6,42.5,18.8,88.9,A+,4.0,3.67,No,No,Below 20k,Yes
STU116223,Nayeem Akter,Male,18,Mathematics,2024,1,MAT201,Linear Algebra,1.0,69.7,10.8,34.3,16.9,62.0,B,3.0,3.1,No,No,20k-50k,Yes
STU116224,Imran Uddin,Male,21,English,2023,1,ENG401,Drama,3.0,76.3,30.0,36.7,14.3,81.0,A+,4.0,3.68,No,No,50k-100k,No
STU116225,Moushumi Islam,Female,24,BBA,2021,4,BBA101,Principles of Management,2.0,92.1,19.9,39.0,16.8,75.7,A,3.75,3.58,No,No,50k-100k,No
STU116226,Sakib Mollah,Male,25,Mathematics,2021,7,MAT101,Calculus,4.0,100.0,27.6,23.0,16.2,66.8,B+,3.25,2.88,No,Yes,20k-50k,Yes
STU116227,Nishat Hossain,Female,22,BBA,2024,2,BBA301,Finance,3.0,70.3,21.0,37.5,13.3,71.8,A-,3.5,3.47,No,Yes,20k-50k,No
STU116228,Rahim Sikder,Male,21,English,2020,4,ENG401,Drama,3.0,100.0,24.1,37.1,16.4,77.6,A,3.75,3.62,No,No,50k-100k,No
STU116229,Jannat Hossain,Female,25,Pharmacy,2024,6,PHR201,Pharmacology,1.0,90.3,28.5,32.7,16.3,77.5,A,3.75,3.6,No,Yes,Below 20k,Yes
STU116230,Hasan Alam,Male,18,EEE,2021,1,EEE201,Electronics,3.0,63.2,29.3,43.0,19.3,91.6,A+,4.0,4.0,No,No,20k-50k,No
STU116231,Anik Khan,Male,22,Mechanical Engineering,2024,1,ME201,Fluid Mechanics,2.0,85.4,19.8,40.3,13.8,73.9,A-,3.5,3.62,No,No,Below 20k,Yes
STU116232,Ayesha Mia,Female,20,Public Health,2021,6,PH201,Biostatistics,2.0,86.3,20.5,41.8,18.8,81.1,A+,4.0,3.93,No,No,Above 100k,No
STU116233,Shakil Talukder,Male,25,EEE,2020,8,EEE401,Power Systems,3.0,82.7,22.4,50.0,13.4,85.8,A+,4.0,3.67,No,No,Above 100k,Yes
STU116234,Sadia Talukder,Female,19,Civil Engineering,2020,7,CE201,Structural Analysis,2.0,92.5,17.4,34.9,16.5,68.8,B+,3.25,3.62,No,No,20k-50k,No
STU116235,Anika Sarker,Female,25,Civil Engineering,2023,8,CE201,Structural Analysis,1.0,91.2,30.0,19.7,14.7,64.4,B,3.0,2.64,No,No,20k-50k,Yes
STU116236,Rakib Rahman,Male,24,Mechanical Engineering,2022,8,ME101,Thermodynamics,3.0,97.0,20.0,35.5,13.8,69.3,B+,3.25,2.9,No,No,Below 20k,No
STU116237,Rupa Ahmed,Female,25,Journalism,2020,7,JOU101,News Writing,4.0,70.6,14.6,37.2,12.8,64.6,B,3.0,3.14,No,No,20k-50k,Yes
STU116238,Emon Bhuiyan,Male,21,Law,2023,7,LAW101,Legal Methods,2.0,92.2,21.5,50.0,13.6,85.1,A+,4.0,4.0,Yes,No,Above 100k,Yes
STU116239,Nusrat Khan,Female,22,Mathematics,2020,3,MAT401,Statistics,4.0,78.1,19.9,48.2,12.1,80.2,A+,4.0,4.0,No,Yes,20k-50k,No
STU116240,Karim Mia,Male,20,EEE,2022,3,EEE301,Signals and Systems,3.0,92.4,21.4,34.4,10.8,66.6,B+,3.25,3.11,Yes,No,Below 20k,No
STU116241,Jannat Islam,Female,21,Public Health,2019,4,PH401,Global Health,3.0,86.4,14.5,18.0,14.2,46.7,C,2.25,2.41,No,No,Above 100k,No
STU116242,Rasel Mia,Male,21,Civil Engineering,2023,7,CE101,Surveying,3.0,71.6,11.7,44.0,15.7,71.4,A-,3.5,3.19,No,Yes,50k-100k,Yes
STU116243,Rasel Akter,Male,18,Physics,2023,7,PHY301,Quantum Physics,3.0,76.3,6.6,29.9,20.0,56.5,B-,2.75,2.9,No,No,Above 100k,Yes
STU116244,Nayeem Rahman,Male,24,EEE,2019,5,EEE301,Signals and Systems,2.0,79.3,21.9,34.4,19.7,76.0,A,3.75,3.8,No,No,20k-50k,No
STU116245,Rakib Alam,Male,18,BBA,2024,4,BBA401,HRM,2.0,71.2,14.9,33.5,17.3,65.7,B+,3.25,3.61,Yes,No,Above 100k,Yes
STU116246,Hasan Rahman,Male,24,Civil Engineering,2022,8,CE301,Geotechnical Engineering,3.0,63.6,25.1,40.4,10.3,75.8,A,3.75,3.98,Yes,Yes,50k-100k,No
STU116247,Fatema Ahmed,Female,20,Public Health,2021,2,PH401,Global Health,2.0,63.3,24.8,27.5,10.9,63.2,B,3.0,3.54,No,Yes,Below 20k,Yes
STU116248,Nishat Talukder,Female,22,EEE,2024,5,EEE301,Signals and Systems,3.0,77.1,22.0,19.4,14.3,55.7,B-,2.75,2.56,No,Yes,Below 20k,Yes
STU116249,Shakil Akter,Male,22,CSE,2020,4,CSE201,Data Structures,3.0,75.4,25.8,34.5,10.8,71.1,A-,3.5,3.48,Yes,No,50k-100k,No
STU116250,Karim Mia,Male,25,Architecture,2024,8,ARC201,Design Studio II,3.0,94.2,24.1,25.8,11.1,61.0,B,3.0,3.24,No,No,20k-50k,Yes
STU116251,Rafi Akter,Male,23,EEE,2023,6,EEE401,Power Systems,3.0,66.4,29.2,19.4,19.0,67.6,B+,3.25,3.05,No,No,50k-100k,Yes
STU116252,Nayeem Khan,Male,19,Law,2023,1,LAW301,Criminal Law,4.0,89.4,19.0,31.6,20.0,70.6,A-,3.5,3.5,No,No,20k-50k,Yes
STU116253,Sourav Islam,Male,25,Mechanical Engineering,2019,4,ME101,Thermodynamics,4.0,67.2,16.7,20.4,18.0,55.1,B-,2.75,2.33,No,No,50k-100k,No
STU116254,Riyad Sarker,Male,24,Sociology,2023,2,SOC201,Social Research,3.0,73.5,15.2,30.4,20.0,65.6,B+,3.25,3.32,Yes,Yes,20k-50k,No
STU116255,Nusrat Alam,Female,23,EEE,2019,6,EEE401,Power Systems,2.0,88.3,17.9,42.9,19.7,80.5,A+,4.0,4.0,No,No,20k-50k,Yes
STU116256,Moushumi Sarker,Female,24,CSE,2021,3,CSE201,Data Structures,3.0,90.5,22.5,29.6,20.0,72.1,A-,3.5,3.33,Yes,No,Below 20k,Yes
STU116257,Arif Mia,Male,25,Mathematics,2022,4,MAT101,Calculus,2.0,100.0,18.8,23.4,12.9,55.1,B-,2.75,2.32,Yes,Yes,50k-100k,Yes
STU116258,Fahim Ahmed,Male,20,English,2023,3,ENG101,English Literature,3.0,82.3,27.2,24.8,13.3,65.3,B+,3.25,3.17,No,Yes,20k-50k,Yes
STU116259,Sathi Hossain,Female,25,Economics,2023,4,ECO301,Econometrics,3.0,85.2,20.9,22.2,10.2,53.3,C+,2.5,2.78,No,No,20k-50k,Yes
STU116260,Rasel Mollah,Male,21,Civil Engineering,2020,8,CE401,Transportation Engineering,3.0,67.5,23.2,17.4,11.0,51.6,C+,2.5,1.99,No,No,50k-100k,No
STU116261,Nishat Talukder,Female,25,Public Health,2022,8,PH301,Health Policy,4.0,97.0,18.4,18.9,16.6,53.9,C+,2.5,2.79,Yes,No,50k-100k,Yes
STU116262,Mim Talukder,Female,22,EEE,2024,7,EEE201,Electronics,3.0,62.5,16.2,37.8,18.0,72.0,A-,3.5,3.47,Yes,No,20k-50k,No
STU116263,Jannat Mollah,Female,23,Public Health,2022,5,PH101,Epidemiology,3.0,89.8,13.0,33.4,15.0,61.4,B,3.0,2.74,No,Yes,50k-100k,Yes
STU116264,Emon Sikder,Male,21,Physics,2020,8,PHY401,Thermal Physics,4.0,86.0,16.5,36.1,20.0,72.6,A-,3.5,3.63,No,No,Below 20k,Yes
STU116265,Moushumi Chowdhury,Female,25,Sociology,2022,3,SOC401,Gender Studies,1.0,88.2,19.0,40.8,12.1,71.9,A-,3.5,3.65,No,No,50k-100k,Yes
STU116266,Mim Islam,Female,23,Civil Engineering,2024,3,CE101,Surveying,3.0,78.1,16.8,20.8,15.3,52.9,C+,2.5,2.89,No,No,Below 20k,No
STU116267,Tania Chowdhury,Female,20,Law,2024,5,LAW201,Constitutional Law,3.0,83.6,18.8,29.5,10.8,59.1,B-,2.75,2.29,No,Yes,Above 100k,No
STU116268,Fatema Mollah,Female,19,CSE,2024,6,CSE201,Data Structures,4.0,84.7,18.2,28.3,18.4,64.9,B,3.0,3.23,No,No,Above 100k,No
STU116269,Nayeem Islam,Male,22,Economics,2024,3,ECO401,Development Economics,3.0,58.7,20.4,38.7,15.5,74.6,A-,3.5,3.3,No,Yes,20k-50k,Yes
STU116270,Emon Rahman,Male,25,Economics,2021,3,ECO301,Econometrics,3.0,100.0,16.8,33.1,11.6,61.5,B,3.0,2.81,No,Yes,Above 100k,No
STU116271,Rupa Alam,Female,22,BBA,2019,5,BBA201,Marketing,1.0,97.4,25.0,12.9,13.1,51.0,C+,2.5,2.47,No,Yes,20k-50k,Yes
STU116272,Sathi Islam,Female,19,Architecture,2019,1,ARC301,Urban Planning,3.0,89.9,23.1,25.1,7.3,55.5,B-,2.75,3.26,No,No,50k-100k,No
STU116273,Sadia Sikder,Female,24,EEE,2021,3,EEE301,Signals and Systems,3.0,54.7,18.6,42.2,20.0,80.8,A+,4.0,4.0,No,No,Below 20k,No
STU116274,Popy Sarker,Female,18,Law,2024,7,LAW101,Legal Methods,3.0,85.3,12.0,25.2,16.4,53.6,C+,2.5,2.58,No,No,Above 100k,No
STU116275,Karim Bhuiyan,Male,25,Mechanical Engineering,2021,6,ME101,Thermodynamics,1.0,100.0,20.4,26.6,19.9,66.9,B+,3.25,3.38,No,No,Below 20k,No
STU116276,Sourav Mollah,Male,23,Journalism,2021,1,JOU101,News Writing,3.0,100.0,21.3,29.7,12.7,63.7,B,3.0,3.1,No,No,Above 100k,No
STU116277,Zubayer Mollah,Male,25,Architecture,2023,7,ARC101,Design Studio I,3.0,70.3,22.2,36.6,13.3,72.1,A-,3.5,3.38,No,Yes,50k-100k,Yes
STU116278,Rakib Sikder,Male,23,Public Health,2020,2,PH201,Biostatistics,3.0,79.0,25.8,36.2,11.6,73.6,A-,3.5,3.11,No,No,20k-50k,No
